age,income,loan_amount,loan_term,credit_score,num_credit_lines,num_delinquencies,employment_years,debt_to_income,home_ownership,loan_purpose,num_inquiries,savings_balance,months_last_delinq,default
64,31614,22679,24,608,13,3,0.1,0.303,RENT,MEDICAL,2,10360.0,38.0,1
59,56679,14196,36,646,5,0,0.1,0.168,OWN,DEBT_CONSOLIDATION,1,1290.0,,0
47,17627,63783,12,648,12,4,5.4,0.351,OWN,DEBT_CONSOLIDATION,3,361.0,20.0,1
30,38043,7178,48,623,9,1,9.4,0.281,RENT,AUTO,5,693.0,60.0,0
46,103447,8944,12,543,9,0,7.7,0.262,MORTGAGE,DEBT_CONSOLIDATION,0,1888.0,,0
39,15526,4655,12,527,1,0,1.9,0.154,MORTGAGE,MEDICAL,2,7587.0,,1
59,96348,6200,12,617,3,1,3.2,0.08,MORTGAGE,DEBT_CONSOLIDATION,0,13385.0,26.0,0
23,41597,22009,36,519,1,0,1.3,0.153,RENT,MEDICAL,1,3426.0,,1
65,65664,40950,36,630,6,0,22.6,0.317,MORTGAGE,PERSONAL,0,4518.0,,0
33,72730,23826,24,618,12,0,1.5,0.039,MORTGAGE,PERSONAL,0,180.0,,1
48,63886,13309,60,431,3,0,2.7,0.334,RENT,MEDICAL,3,2517.0,,0
40,29174,7147,24,804,14,1,5.7,0.409,MORTGAGE,PERSONAL,0,3222.0,12.0,0
48,39390,25057,36,646,1,0,10.4,0.285,MORTGAGE,HOME_IMPROVEMENT,2,6526.0,,0
28,20395,6877,60,432,6,1,0.3,0.087,OWN,DEBT_CONSOLIDATION,2,2383.0,41.0,1
61,65846,5196,36,661,5,2,1.8,0.242,RENT,DEBT_CONSOLIDATION,7,1899.0,54.0,1
59,136112,10765,36,622,12,0,4.2,0.475,RENT,AUTO,2,42395.0,,0
21,16405,3217,12,527,12,1,4.8,0.319,MORTGAGE,DEBT_CONSOLIDATION,0,607.0,25.0,0
23,31039,5080,48,666,8,0,0.4,0.156,OWN,HOME_IMPROVEMENT,2,21514.0,,0
33,43956,50021,36,559,14,2,5.5,0.109,RENT,HOME_IMPROVEMENT,1,8190.0,3.0,0
48,54394,4461,48,656,2,0,3.8,0.264,MORTGAGE,PERSONAL,4,3090.0,,0
69,83076,5816,24,580,8,0,8.8,0.089,RENT,DEBT_CONSOLIDATION,2,63778.0,,0
45,44743,14049,36,563,12,0,1.3,0.21,MORTGAGE,AUTO,1,3348.0,,0
53,40555,14570,48,638,5,2,1.1,0.307,OWN,DEBT_CONSOLIDATION,2,1195.0,42.0,0
58,95023,11336,60,502,8,0,7.9,0.38,MORTGAGE,AUTO,1,,,0
26,72926,3287,12,632,12,0,6.1,0.217,MORTGAGE,AUTO,1,11367.0,,0
64,67737,24196,48,695,10,0,7.8,0.346,OWN,DEBT_CONSOLIDATION,2,7468.0,,0
65,52444,9797,36,748,4,0,7.6,0.292,RENT,AUTO,0,,,0
52,88423,31392,36,732,4,2,0.5,0.354,MORTGAGE,PERSONAL,2,8644.0,29.0,0
65,33064,8507,24,755,10,1,1.6,0.147,RENT,AUTO,0,390.0,20.0,0
67,30467,26576,36,601,4,3,1.5,0.513,MORTGAGE,PERSONAL,3,21367.0,42.0,1
41,76700,33099,36,552,14,0,13.6,0.302,MORTGAGE,DEBT_CONSOLIDATION,5,10303.0,,0
36,18490,9635,36,709,11,0,3.3,0.195,RENT,MEDICAL,3,217.0,,0
41,51808,24743,12,596,6,2,0.6,0.337,MORTGAGE,AUTO,2,1406.0,12.0,0
31,40541,5271,24,640,4,1,1.7,0.357,MORTGAGE,DEBT_CONSOLIDATION,5,18401.0,53.0,0
57,21090,16068,60,703,9,0,10.3,0.439,MORTGAGE,MEDICAL,0,2699.0,,0
56,28036,31431,60,811,9,1,9.4,0.327,RENT,MEDICAL,0,3477.0,58.0,0
55,45918,19205,48,684,3,2,,0.422,RENT,HOME_IMPROVEMENT,1,22648.0,24.0,0
39,91161,71995,24,657,7,0,2.5,0.441,MORTGAGE,DEBT_CONSOLIDATION,0,1684.0,,0
40,33131,19971,36,544,12,1,5.1,0.422,RENT,PERSONAL,5,224.0,1.0,1
38,101522,10346,48,739,5,0,1.6,0.324,MORTGAGE,MEDICAL,0,,,0
67,50915,97599,60,674,12,4,1.0,0.436,RENT,DEBT_CONSOLIDATION,1,2063.0,45.0,1
61,107606,41923,36,610,9,1,0.1,0.289,RENT,PERSONAL,1,3518.0,9.0,0
69,34109,4350,48,601,2,0,1.3,0.43,MORTGAGE,PERSONAL,0,2827.0,,0
34,47606,7716,60,605,3,0,4.6,0.246,RENT,DEBT_CONSOLIDATION,0,1938.0,,0
35,61150,6459,60,643,10,4,11.7,0.303,MORTGAGE,PERSONAL,0,1186.0,60.0,0
51,44015,20993,24,515,5,2,0.7,0.227,RENT,DEBT_CONSOLIDATION,0,2881.0,48.0,0
21,86839,19927,12,743,12,0,12.5,0.408,MORTGAGE,PERSONAL,5,1051.0,,1
23,13036,19819,36,727,5,1,2.1,0.242,RENT,HOME_IMPROVEMENT,0,21640.0,18.0,1
36,209702,4269,36,625,10,1,2.8,0.145,MORTGAGE,DEBT_CONSOLIDATION,0,17685.0,52.0,0
43,82016,8547,24,605,12,0,2.3,0.453,MORTGAGE,AUTO,2,7474.0,,0
31,44174,12034,24,638,14,0,2.6,0.187,RENT,HOME_IMPROVEMENT,1,7169.0,,0
32,35193,3732,48,652,14,1,1.5,0.343,OWN,PERSONAL,3,400.0,48.0,0
30,29148,7257,36,614,7,0,6.0,0.321,MORTGAGE,AUTO,3,,,0
52,72213,34527,36,724,13,0,7.1,0.322,MORTGAGE,DEBT_CONSOLIDATION,7,2031.0,,0
36,89053,4501,36,518,14,2,8.7,0.196,OWN,DEBT_CONSOLIDATION,3,21064.0,42.0,0
28,44466,37000,48,579,8,0,2.1,0.205,RENT,DEBT_CONSOLIDATION,0,33078.0,,0
58,95244,28676,48,705,8,0,7.2,0.471,RENT,DEBT_CONSOLIDATION,1,2659.0,,0
32,28443,10900,24,667,14,0,5.1,0.214,OWN,AUTO,1,197.0,,0
44,25584,8483,48,582,1,1,15.8,0.252,RENT,AUTO,1,4919.0,52.0,0
48,145511,23915,36,674,14,1,2.8,0.625,MORTGAGE,AUTO,0,809.0,60.0,0
28,69889,7697,12,572,1,1,24.3,0.061,MORTGAGE,AUTO,0,1670.0,8.0,0
48,113336,7970,48,613,3,0,6.7,0.39,OWN,DEBT_CONSOLIDATION,2,2768.0,,0
56,29367,13138,36,728,1,1,7.5,0.488,RENT,HOME_IMPROVEMENT,0,12479.0,35.0,0
46,28166,3007,36,719,1,3,0.1,0.052,MORTGAGE,DEBT_CONSOLIDATION,0,6534.0,34.0,0
28,39531,4842,36,664,10,0,3.4,0.394,OWN,DEBT_CONSOLIDATION,1,26923.0,,0
48,29899,10711,36,550,8,0,3.8,0.483,RENT,HOME_IMPROVEMENT,2,1296.0,,0
48,74848,18639,36,607,1,2,0.2,0.349,MORTGAGE,HOME_IMPROVEMENT,3,15757.0,52.0,0
57,31236,7623,48,648,9,0,1.9,0.357,RENT,PERSONAL,1,9970.0,,0
61,24270,11634,24,763,2,0,,0.047,RENT,DEBT_CONSOLIDATION,3,8739.0,,0
56,53381,4318,60,488,9,0,2.8,0.653,OWN,PERSONAL,0,15445.0,,1
47,22607,25661,36,565,14,0,1.0,0.371,RENT,DEBT_CONSOLIDATION,1,10698.0,,1
37,16653,15585,24,735,7,0,3.6,0.56,RENT,HOME_IMPROVEMENT,0,445.0,,1
29,53101,16580,24,755,9,0,0.2,0.506,MORTGAGE,HOME_IMPROVEMENT,1,1718.0,,0
53,17162,18803,36,634,3,3,3.6,0.342,RENT,DEBT_CONSOLIDATION,4,12927.0,37.0,1
40,78055,14111,36,770,1,1,4.5,0.039,MORTGAGE,DEBT_CONSOLIDATION,0,6828.0,61.0,0
33,21222,9522,12,577,1,1,2.2,0.337,MORTGAGE,DEBT_CONSOLIDATION,2,14061.0,18.0,1
48,12779,29459,24,511,11,0,7.2,0.27,RENT,DEBT_CONSOLIDATION,3,4748.0,,0
68,41098,14910,48,707,10,1,0.7,0.329,RENT,DEBT_CONSOLIDATION,2,1826.0,21.0,0
49,53464,11896,12,750,6,0,,0.288,OWN,MEDICAL,0,1253.0,,0
33,65834,13279,60,748,7,2,15.6,0.218,MORTGAGE,DEBT_CONSOLIDATION,0,428.0,15.0,0
66,54351,13082,48,566,9,2,0.0,0.481,RENT,MEDICAL,0,7227.0,68.0,0
55,25963,11813,36,656,6,1,9.2,0.274,OWN,HOME_IMPROVEMENT,0,555.0,64.0,0
26,75195,18256,36,711,5,0,3.5,0.271,RENT,PERSONAL,2,3644.0,,0
38,87211,6939,12,665,14,2,3.1,0.532,MORTGAGE,AUTO,1,3136.0,37.0,0
25,23779,7303,48,762,2,0,1.4,0.085,MORTGAGE,PERSONAL,2,,,0
67,43976,19761,24,605,2,0,3.0,0.154,MORTGAGE,DEBT_CONSOLIDATION,1,71796.0,,0
45,41578,12068,36,633,8,0,15.0,0.182,OWN,DEBT_CONSOLIDATION,0,2200.0,,0
22,55951,26370,36,660,1,4,1.2,0.38,MORTGAGE,AUTO,2,7205.0,55.0,0
30,43349,17787,24,710,8,0,1.0,0.571,MORTGAGE,DEBT_CONSOLIDATION,2,3632.0,,1
50,47064,9074,36,623,11,2,1.4,0.363,MORTGAGE,PERSONAL,0,1137.0,52.0,0
65,72048,19982,48,718,10,0,4.0,0.186,OWN,MEDICAL,4,16919.0,,0
25,25127,30885,36,776,11,0,,0.27,MORTGAGE,PERSONAL,0,6123.0,,0
53,76300,18268,60,595,7,1,4.3,0.199,RENT,DEBT_CONSOLIDATION,2,7833.0,56.0,0
21,97215,21288,48,626,7,0,1.4,0.233,MORTGAGE,DEBT_CONSOLIDATION,0,11694.0,,0
38,130677,11846,36,722,5,2,2.9,0.26,MORTGAGE,DEBT_CONSOLIDATION,1,11804.0,52.0,0
52,13548,26772,36,803,3,1,2.5,0.495,OWN,PERSONAL,5,2939.0,44.0,0
67,43926,8897,36,694,7,1,0.2,0.087,MORTGAGE,PERSONAL,4,14266.0,46.0,0
69,15077,16932,36,573,7,1,3.6,0.524,RENT,HOME_IMPROVEMENT,0,2948.0,40.0,0
31,11373,80713,24,656,7,0,0.7,0.259,MORTGAGE,DEBT_CONSOLIDATION,4,761.0,,1
41,53448,19481,60,721,12,0,9.2,0.323,RENT,DEBT_CONSOLIDATION,0,6960.0,,0
46,38581,9952,36,570,11,0,4.0,0.353,MORTGAGE,MEDICAL,3,21205.0,,0
45,58683,9934,36,548,2,0,9.3,0.248,OWN,DEBT_CONSOLIDATION,2,1527.0,,0
42,65623,12709,36,610,3,3,15.6,0.136,MORTGAGE,HOME_IMPROVEMENT,1,466.0,20.0,0
47,103646,24243,36,696,3,1,14.3,0.425,RENT,DEBT_CONSOLIDATION,4,4291.0,44.0,0
69,50633,14795,48,523,4,2,0.5,0.154,MORTGAGE,DEBT_CONSOLIDATION,1,934.0,43.0,0
33,283230,8485,36,581,12,1,14.5,0.332,RENT,MEDICAL,0,1740.0,7.0,0
53,58915,8474,12,663,9,0,7.9,0.388,MORTGAGE,DEBT_CONSOLIDATION,0,4117.0,,0
54,148077,14860,24,732,10,1,,0.62,OWN,PERSONAL,5,77.0,62.0,0
61,12092,13762,60,664,1,2,0.5,0.59,RENT,DEBT_CONSOLIDATION,2,2010.0,2.0,0
55,110177,18370,36,671,12,0,1.0,0.21,MORTGAGE,PERSONAL,0,2211.0,,0
21,43982,25393,60,725,7,2,18.5,0.186,RENT,AUTO,0,40300.0,38.0,0
41,15230,90143,12,775,7,1,1.2,0.299,MORTGAGE,DEBT_CONSOLIDATION,0,2971.0,1.0,0
68,63091,4801,24,766,11,0,0.9,0.11,RENT,DEBT_CONSOLIDATION,0,,,0
26,40873,21608,24,466,4,1,2.2,0.356,RENT,DEBT_CONSOLIDATION,0,18146.0,13.0,0
48,69427,14311,36,648,13,0,12.2,0.226,MORTGAGE,HOME_IMPROVEMENT,1,6520.0,,0
37,89917,3673,36,717,11,0,3.2,0.333,MORTGAGE,PERSONAL,0,5797.0,,0
25,20061,32038,24,784,1,2,12.7,0.247,RENT,MEDICAL,0,5556.0,68.0,0
51,90125,17941,36,694,3,3,2.0,0.221,MORTGAGE,DEBT_CONSOLIDATION,2,4342.0,55.0,0
25,49212,23385,36,566,5,2,1.3,0.093,RENT,AUTO,0,531.0,31.0,0
58,110382,4066,24,578,12,2,3.4,0.215,MORTGAGE,DEBT_CONSOLIDATION,3,5722.0,14.0,0
23,43343,11450,36,580,2,3,4.8,0.444,OWN,DEBT_CONSOLIDATION,0,4122.0,5.0,1
43,36966,6276,48,666,7,3,2.5,0.173,RENT,PERSONAL,1,4784.0,54.0,0
57,49823,60729,24,599,14,0,2.1,0.172,RENT,MEDICAL,2,35047.0,,0
57,52110,29768,24,381,10,0,1.2,0.517,MORTGAGE,DEBT_CONSOLIDATION,0,2780.0,,0
30,32936,8294,36,539,10,0,1.6,0.152,RENT,DEBT_CONSOLIDATION,4,912.0,,0
30,36396,4557,48,602,7,1,5.6,0.339,RENT,PERSONAL,1,1757.0,3.0,0
39,23479,15304,48,524,12,3,2.3,0.219,OWN,AUTO,0,10786.0,11.0,0
37,37768,28701,36,536,10,0,0.4,0.206,MORTGAGE,AUTO,4,5270.0,,0
41,73555,3966,24,814,5,1,0.7,0.359,MORTGAGE,DEBT_CONSOLIDATION,3,3866.0,55.0,0
34,45143,6959,60,639,12,1,2.3,0.17,RENT,PERSONAL,2,611.0,38.0,0
29,89809,6162,60,607,10,0,12.9,0.156,MORTGAGE,DEBT_CONSOLIDATION,0,17279.0,,0
66,43859,24511,48,696,6,0,2.4,0.344,OWN,PERSONAL,1,,,0
21,20766,10313,60,737,1,0,0.3,0.316,OWN,DEBT_CONSOLIDATION,2,5818.0,,0
65,70148,10619,48,830,4,0,2.7,0.339,MORTGAGE,DEBT_CONSOLIDATION,0,3196.0,,0
33,32723,15097,48,784,4,1,5.5,0.288,MORTGAGE,MEDICAL,1,462.0,10.0,0
24,42616,7224,36,676,11,0,4.5,0.215,MORTGAGE,PERSONAL,2,5893.0,,0
21,103006,4863,36,509,8,1,1.6,0.528,RENT,DEBT_CONSOLIDATION,2,767.0,47.0,0
69,24428,34849,24,554,2,0,5.8,0.255,OWN,AUTO,2,5639.0,,0
60,54114,37188,48,605,1,1,5.0,0.458,MORTGAGE,PERSONAL,4,1843.0,1.0,1
52,47843,15149,60,683,7,0,0.9,0.326,MORTGAGE,DEBT_CONSOLIDATION,5,2837.0,,0
54,74649,15939,36,648,6,3,0.9,0.229,MORTGAGE,HOME_IMPROVEMENT,1,9158.0,71.0,0
48,81887,32296,36,514,5,0,4.0,0.147,MORTGAGE,HOME_IMPROVEMENT,0,706.0,,1
51,57429,14908,24,499,12,3,5.4,0.345,MORTGAGE,DEBT_CONSOLIDATION,3,204461.0,53.0,1
28,39489,9963,24,662,13,1,16.3,0.079,MORTGAGE,MEDICAL,0,1213.0,4.0,0
59,65122,13733,24,650,13,2,2.7,0.389,RENT,PERSONAL,0,9023.0,61.0,0
46,109250,35427,36,622,13,0,7.2,0.207,OWN,AUTO,2,11758.0,,0
54,48225,13868,60,681,8,0,0.6,0.412,MORTGAGE,PERSONAL,2,26520.0,,0
23,41758,8362,12,745,11,0,11.0,0.141,RENT,PERSONAL,2,1527.0,,0
32,61877,14808,12,666,13,0,5.0,0.397,MORTGAGE,DEBT_CONSOLIDATION,1,1377.0,,0
21,50173,21149,36,559,2,3,5.0,0.081,RENT,PERSONAL,4,15155.0,57.0,1
64,21969,19446,24,802,2,0,,0.481,RENT,PERSONAL,3,7390.0,,0
25,56591,19672,60,625,9,5,0.2,0.339,MORTGAGE,DEBT_CONSOLIDATION,2,7607.0,37.0,0
50,21850,7490,36,644,1,2,6.0,0.301,RENT,PERSONAL,1,22400.0,68.0,0
50,61371,22904,24,584,6,0,0.6,0.224,MORTGAGE,DEBT_CONSOLIDATION,1,4122.0,,0
37,30385,13629,24,548,13,1,0.7,0.059,OWN,AUTO,0,4606.0,70.0,0
68,50117,8117,24,555,13,0,1.0,0.099,RENT,MEDICAL,3,20498.0,,0
67,61967,22777,36,536,3,0,0.5,0.312,MORTGAGE,PERSONAL,3,4578.0,,0
43,213703,9725,24,384,13,0,4.9,0.206,MORTGAGE,DEBT_CONSOLIDATION,3,974.0,,0
35,76546,4438,36,626,5,3,2.7,0.124,RENT,PERSONAL,1,1132.0,32.0,0
57,111177,6631,36,733,8,0,1.5,0.268,OWN,PERSONAL,3,,,0
41,150700,11765,12,556,7,1,2.9,0.484,MORTGAGE,MEDICAL,3,5786.0,70.0,0
34,65746,20026,12,850,13,0,9.3,0.334,OWN,DEBT_CONSOLIDATION,3,12655.0,,0
22,58187,7297,36,757,12,1,13.1,0.13,MORTGAGE,AUTO,6,82196.0,6.0,0
31,25847,11288,48,638,4,0,3.3,0.306,MORTGAGE,DEBT_CONSOLIDATION,3,2643.0,,0
59,45708,5701,60,545,8,0,4.2,0.423,RENT,AUTO,0,,,0
58,31766,26567,24,504,11,0,1.5,0.375,RENT,AUTO,3,458.0,,0
54,38537,44451,24,630,11,0,3.6,0.178,MORTGAGE,AUTO,1,2756.0,,0
58,150602,41213,12,645,10,1,6.9,0.332,MORTGAGE,PERSONAL,1,3595.0,61.0,0
54,52511,26252,36,622,11,0,3.4,0.447,RENT,PERSONAL,3,8094.0,,0
38,28983,24435,36,730,14,4,1.8,0.301,MORTGAGE,AUTO,0,87689.0,14.0,0
50,111828,3133,48,767,2,0,4.4,0.185,MORTGAGE,PERSONAL,0,8130.0,,0
35,86957,15124,48,680,7,0,14.7,0.299,OWN,DEBT_CONSOLIDATION,2,4073.0,,0
47,89733,9440,24,684,5,0,10.9,0.25,OWN,MEDICAL,4,13386.0,,1
54,14711,24744,36,613,11,0,7.3,0.206,MORTGAGE,HOME_IMPROVEMENT,4,465.0,,0
58,157819,2261,60,639,6,3,1.6,0.245,MORTGAGE,PERSONAL,3,5037.0,28.0,1
53,35063,15292,36,674,3,2,1.4,0.526,OWN,DEBT_CONSOLIDATION,5,439.0,55.0,1
44,78180,11498,36,613,11,1,9.1,0.305,OWN,DEBT_CONSOLIDATION,3,22698.0,53.0,0
35,222856,29229,60,696,10,3,1.0,0.389,MORTGAGE,PERSONAL,0,629.0,44.0,0
50,178653,39482,48,550,7,2,4.7,0.177,OWN,PERSONAL,0,13269.0,28.0,0
62,27268,6973,48,577,7,1,2.9,0.076,OWN,HOME_IMPROVEMENT,0,10467.0,46.0,0
37,20605,7197,24,551,2,2,3.2,0.456,MORTGAGE,DEBT_CONSOLIDATION,0,24733.0,49.0,0
25,115637,15699,36,583,1,0,3.0,0.2,RENT,HOME_IMPROVEMENT,3,1100.0,,0
49,53382,44965,12,615,10,1,11.5,0.077,RENT,AUTO,1,3375.0,27.0,0
24,36296,13934,36,727,2,2,0.5,0.289,RENT,HOME_IMPROVEMENT,3,13065.0,39.0,0
30,71163,5457,24,643,12,0,7.6,0.478,MORTGAGE,MEDICAL,2,5719.0,,0
37,44457,8742,48,530,8,3,9.0,0.297,OWN,DEBT_CONSOLIDATION,1,6892.0,35.0,0
30,74667,15396,48,520,11,0,,0.414,MORTGAGE,MEDICAL,1,9500.0,,0
37,51031,15806,36,604,10,3,3.0,0.137,MORTGAGE,PERSONAL,3,2364.0,52.0,1
40,75617,8161,24,710,3,0,3.5,0.352,RENT,DEBT_CONSOLIDATION,2,1041.0,,0
44,28661,8621,12,759,11,0,16.3,0.458,OWN,DEBT_CONSOLIDATION,0,1303.0,,0
25,115229,6720,48,504,4,0,3.1,0.195,RENT,AUTO,7,3242.0,,0
54,74501,29698,36,671,8,3,3.5,0.387,MORTGAGE,MEDICAL,1,1381.0,50.0,1
26,72242,7448,48,605,3,0,2.0,0.284,RENT,MEDICAL,0,2512.0,,0
22,25069,9649,36,612,6,1,0.2,0.384,MORTGAGE,HOME_IMPROVEMENT,2,3531.0,20.0,0
33,135914,9459,36,549,2,1,2.8,0.395,RENT,DEBT_CONSOLIDATION,0,26217.0,71.0,0
63,48619,4341,48,621,3,0,5.3,0.392,MORTGAGE,DEBT_CONSOLIDATION,3,874.0,,1
63,75874,7300,36,545,1,5,5.9,0.476,MORTGAGE,DEBT_CONSOLIDATION,2,1358.0,70.0,0
68,40389,31562,36,617,9,0,0.0,0.135,RENT,DEBT_CONSOLIDATION,4,3446.0,,0
31,57327,5730,48,737,4,1,8.1,0.18,MORTGAGE,PERSONAL,0,954.0,36.0,0
67,58587,6805,24,693,6,0,3.4,0.255,RENT,PERSONAL,3,70.0,,1
43,9028,5256,12,802,7,0,3.7,0.42,OWN,PERSONAL,1,1635.0,,0
36,69527,12539,36,684,2,0,16.3,0.265,OWN,DEBT_CONSOLIDATION,0,2591.0,,0
51,159405,50003,12,654,8,2,1.7,0.211,MORTGAGE,DEBT_CONSOLIDATION,0,4613.0,40.0,0
31,67770,12175,48,686,12,3,7.2,0.262,MORTGAGE,HOME_IMPROVEMENT,0,1034.0,50.0,0
36,27595,13999,48,574,9,0,4.3,0.316,MORTGAGE,AUTO,2,32042.0,,0
28,72401,7656,60,462,14,0,6.0,0.144,OWN,MEDICAL,0,9994.0,,1
24,92567,12796,36,707,10,5,2.7,0.262,RENT,DEBT_CONSOLIDATION,1,862.0,64.0,0
60,66668,31582,12,487,11,0,1.6,0.348,OWN,HOME_IMPROVEMENT,2,1645.0,,0
24,46888,14765,24,735,2,1,3.9,0.215,RENT,HOME_IMPROVEMENT,3,,45.0,1
45,42392,59411,48,703,5,1,2.3,0.404,MORTGAGE,PERSONAL,3,903.0,38.0,0
23,42286,32262,24,567,2,0,1.3,0.183,MORTGAGE,DEBT_CONSOLIDATION,2,16186.0,,0
52,74508,12576,48,602,11,1,9.1,0.368,MORTGAGE,HOME_IMPROVEMENT,0,910.0,65.0,0
23,21073,12406,48,639,5,4,3.2,0.207,RENT,DEBT_CONSOLIDATION,1,4173.0,3.0,0
47,39217,41842,36,561,7,0,9.4,0.231,MORTGAGE,PERSONAL,0,1855.0,,0
49,127691,14708,36,685,6,2,3.2,0.441,MORTGAGE,HOME_IMPROVEMENT,3,2810.0,30.0,1
52,130681,35819,36,693,4,1,4.1,0.155,MORTGAGE,PERSONAL,2,13876.0,16.0,0
39,20193,54287,60,517,14,0,26.8,0.338,RENT,PERSONAL,0,5502.0,,1
41,24863,11580,24,570,2,0,15.1,0.33,MORTGAGE,AUTO,2,5841.0,,0
25,41674,17092,60,636,7,2,1.6,0.116,OWN,DEBT_CONSOLIDATION,0,5491.0,24.0,0
38,83747,26529,36,736,12,0,10.1,0.216,MORTGAGE,HOME_IMPROVEMENT,2,6826.0,,0
48,16375,22862,60,695,10,0,2.5,0.205,MORTGAGE,AUTO,3,932.0,,0
62,47435,22751,12,441,9,4,0.4,0.255,OWN,DEBT_CONSOLIDATION,0,1503.0,63.0,0
42,36883,5253,24,615,1,2,4.3,0.196,MORTGAGE,HOME_IMPROVEMENT,3,5894.0,46.0,0
41,108617,7377,48,680,3,4,18.9,0.197,MORTGAGE,DEBT_CONSOLIDATION,3,1423.0,48.0,0
26,17923,9446,60,572,7,0,18.3,0.234,RENT,AUTO,0,2304.0,,0
21,51820,31260,36,565,14,2,,0.361,RENT,DEBT_CONSOLIDATION,1,5201.0,43.0,1
25,38709,5626,48,576,9,1,7.4,0.229,MORTGAGE,PERSONAL,0,15294.0,55.0,0
61,118407,38803,60,613,13,5,8.1,0.226,MORTGAGE,HOME_IMPROVEMENT,1,11055.0,34.0,0
32,70164,23061,12,556,5,4,2.3,0.234,OWN,DEBT_CONSOLIDATION,1,29096.0,65.0,0
46,34493,29970,36,696,7,5,5.4,0.283,RENT,PERSONAL,1,4405.0,28.0,0
66,81800,6970,60,566,10,4,3.3,0.257,OWN,PERSONAL,0,,41.0,0
54,38820,14053,36,551,7,0,1.3,0.144,RENT,HOME_IMPROVEMENT,0,1540.0,,0
69,89286,16469,36,606,4,2,7.2,0.11,MORTGAGE,DEBT_CONSOLIDATION,2,7488.0,32.0,0
34,42521,15970,48,765,5,0,1.5,0.376,MORTGAGE,PERSONAL,1,18604.0,,1
46,92300,16432,36,684,2,1,2.1,0.084,MORTGAGE,DEBT_CONSOLIDATION,0,1753.0,34.0,0
65,63681,11009,12,690,8,5,1.1,0.091,RENT,DEBT_CONSOLIDATION,1,,59.0,0
47,346728,14686,60,664,12,0,6.4,0.432,RENT,AUTO,1,15593.0,,0
29,47489,27543,36,559,1,1,3.1,0.149,RENT,PERSONAL,2,1231.0,52.0,1
46,61680,5904,48,585,2,2,2.9,0.238,RENT,DEBT_CONSOLIDATION,0,7433.0,63.0,0
67,36767,39456,48,571,12,0,4.6,0.143,OWN,DEBT_CONSOLIDATION,7,8004.0,,1
42,49100,26564,12,732,3,0,0.9,0.202,MORTGAGE,DEBT_CONSOLIDATION,1,201.0,,0
67,9690,6798,24,665,7,0,11.4,0.088,MORTGAGE,AUTO,2,1815.0,,0
50,64819,17478,36,498,6,0,3.1,0.224,RENT,AUTO,4,854.0,,0
63,109724,25111,36,763,14,1,2.3,0.476,MORTGAGE,HOME_IMPROVEMENT,0,1872.0,6.0,1
68,62192,5627,48,611,7,1,0.7,0.112,MORTGAGE,AUTO,2,2118.0,36.0,0
37,22285,13758,36,695,11,0,0.9,0.299,OWN,MEDICAL,1,3468.0,,0
46,30301,12645,36,729,5,4,12.7,0.294,RENT,MEDICAL,0,11833.0,59.0,0
56,11406,8502,24,422,14,1,3.0,0.374,RENT,MEDICAL,2,17776.0,68.0,1
21,88199,14252,36,678,4,1,6.4,0.15,RENT,AUTO,0,4570.0,52.0,0
28,26798,8776,36,618,7,0,0.4,0.309,RENT,DEBT_CONSOLIDATION,2,19679.0,,0
69,48184,34962,36,434,3,1,5.2,0.313,MORTGAGE,DEBT_CONSOLIDATION,1,10715.0,51.0,0
55,44701,8616,24,543,13,0,12.7,0.404,OWN,AUTO,3,3258.0,,0
35,119687,23258,36,601,10,1,1.8,0.292,RENT,DEBT_CONSOLIDATION,5,24484.0,26.0,0
67,51594,4193,12,711,7,1,4.3,0.307,OWN,DEBT_CONSOLIDATION,3,3972.0,41.0,0
42,79645,11929,36,625,2,0,14.1,0.18,OWN,DEBT_CONSOLIDATION,1,5024.0,,0
34,68042,13475,48,652,12,3,6.4,0.087,OWN,PERSONAL,0,1034.0,53.0,0
46,110818,11661,12,609,12,0,0.3,0.042,MORTGAGE,HOME_IMPROVEMENT,7,5814.0,,0
48,42469,10123,36,732,8,0,2.4,0.467,MORTGAGE,DEBT_CONSOLIDATION,2,,,0
43,150508,8373,36,684,12,4,0.4,0.11,MORTGAGE,PERSONAL,1,11226.0,56.0,0
34,14892,22656,12,653,6,0,9.9,0.587,RENT,MEDICAL,1,2717.0,,0
44,82001,26893,24,542,12,2,4.9,0.058,RENT,HOME_IMPROVEMENT,0,1414.0,65.0,0
22,29145,12613,60,650,3,1,15.7,0.097,MORTGAGE,PERSONAL,1,6198.0,69.0,0
65,36474,6200,36,850,3,0,0.1,0.226,RENT,DEBT_CONSOLIDATION,0,9521.0,,0
46,68985,46900,60,707,5,5,2.8,0.496,RENT,DEBT_CONSOLIDATION,1,2348.0,19.0,1
34,68654,7217,36,577,3,0,0.6,0.231,MORTGAGE,HOME_IMPROVEMENT,1,1221.0,,0
27,70534,4810,36,797,6,0,2.2,0.277,MORTGAGE,AUTO,5,2130.0,,0
23,21339,3265,36,573,2,3,0.9,0.486,MORTGAGE,MEDICAL,2,28676.0,66.0,1
67,116940,14323,36,700,8,1,2.0,0.359,RENT,PERSONAL,1,1027.0,18.0,1
43,28556,11474,24,636,13,1,8.6,0.456,MORTGAGE,HOME_IMPROVEMENT,0,991.0,39.0,0
